Subject,Section,Sub-subject,Correct sentence,Wrong sentence,Label,URL
De zin,21.7.2.1,Afhankelijke zinnen,"Je |moet| het zo |doen|, zoals ik het je uitgelegd heb.",Je |moet| het zoals ik het je uitgelegd heb |doen. |uitgesloten,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21070201lingtopic
De zin,21.7.2.1,Afhankelijke zinnen,Het |is| helemaal niet |gebeurd| zoals jij het voorstelt.,Het |is| zoals jij het voorstelt helemaal niet |gebeurd. |uitgesloten,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21070201lingtopic
De zin,21.7.2.1,Afhankelijke zinnen,NA,Zoals ik het me voorgesteld had |is| het bepaald niet |gegaan. |twijfelachtig,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans21070201lingtopic
De zin,21.7.2.1,Afhankelijke zinnen,Het |is| bepaald niet |gegaan| zoals ik het me voorgesteld had.,Het |is| zoals ik het me voorgesteld had bepaald niet |gegaan. |uitgesloten,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21070201lingtopic
De zin,21.7.2.1,Afhankelijke zinnen,Het klokje |tikt| nergens | | zoals het thuis tikt.,Het klokje |tikt| zoals het thuis tikt nergens | |.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21070201lingtopic
De zin,21.7.2.1,Afhankelijke zinnen,Het |moet| wel |mislukken| zoals hij te werk gaat.,Het |moet| zoals hij te werk gaat wel |mislukken. |uitgesloten,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21070201lingtopic
De zin,21.7.2.1,Afhankelijke zinnen,"Snuf |volgde|, zoals Bas hem had opgedragen, het spoor terug | |.","Wat/hetgeen me onwaarschijnlijk lijkt, Aldo Moro |zou| zonder meer vrij |worden gelaten.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21070201lingtopic
De zin,21.7.2.1,Afhankelijke zinnen,"Snuf |volgde|, zoals Bas hem had opgedragen, het spoor terug | |.","Wat/hetgeen me onwaarschijnlijk lijkt, |zou| Aldo Moro zonder meer vrij |worden gelaten.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21070201lingtopic
De zin,21.7.2.2.1,Voorzetselconstituenten,(Ik hoor) |dat| jij morgen in de stad |bent!?|,(Ik hoor) |dat| jij morgen |bent| in de stad!,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2107020201lingtopic
De zin,21.7.2.2.2,Combinaties met als of tot als bepaling van gesteldheid,Volgende week |zullen| ze hem tot ridder |slaan.|,Volgende week |zullen| ze hem |slaan| tot ridder.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2107020202lingtopic
De zin,21.7.2.2.2,Combinaties met als of tot als bepaling van gesteldheid,Je |moet| de eieren eerst tot schuim |kloppen.|,Je |moet| dit eerst |kloppen| tot schuim.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2107020202lingtopic
De zin,21.7.3.1,Afhankelijke zinnen,De ambassade |probeerde| de geruchten |te ontzenuwen| als zou er een staatsgreep hebben plaatsgevonden.,Vorige week |hebben| de bewindslieden van Sociale Zaken de vrees dat de premie tot boven de 10% zal oplopen uit|gesproken|uitgesloten,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21070301lingtopic
De zin,21.7.3.1,Afhankelijke zinnen,Vorige week |hebben| de bewindslieden van Sociale Zaken de vrees uit|gesproken| dat de premie tot boven de 10% zal oplopen.,Dit |had| de vraag in hoeverre minister Kissinger op de hoogte was van Amerikaanse steun voor Chileense complotten |doen rijzen. |uitgesloten,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21070301lingtopic
De zin,21.7.3.1,Afhankelijke zinnen,Wanneer |heb| je die jongen voor het eerst |ontmoet| waar je gisteren in de bioscoop bijna een uur mee hebt staan praten?,(Hij zei) |dat| hij een boek waarin de geschiedenis van het Romeinse rijk gedetailleerd behandeld wordt |zocht.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans21070301lingtopic
De zin,21.7.3.1,Afhankelijke zinnen,(Hij zei) |dat| hij een boek |zocht| waarin de geschiedenis van het Romeinse rijk gedetailleerd behandeld wordt.,(Hij was het) |die| een brief waarin werd gepleit voor een opvolger voor Alfrink die in staat zou zijn tegenstellingen te overbruggen |schreef.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans21070301lingtopic
De zin,21.7.3.1,Afhankelijke zinnen,(Hij was het) |die| een brief |schreef| waarin werd gepleit voor een opvolger voor Alfrink die in staat zou zijn tegenstellingen te overbruggen.,Hij |ging| onlangs de twintig Vietnamezen die vóór de komst van de Voorlopige Revolutionaire Regering op 30 april op zijn architectenkantoor hadden gewerkt na | |.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans21070301lingtopic
De zin,21.7.3.1,Afhankelijke zinnen,Hij |ging| onlangs de twintig Vietnamezen na | | die vóór de komst van de Voorlopige Revolutionaire Regering op 30 april op zijn architectenkantoor hadden gewerkt.,Hij |kan| zich niet van de indruk dat ze hem al die tijd voor de gek gehouden heeft |ontdoen.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans21070301lingtopic
De zin,21.7.3.1,Afhankelijke zinnen,Hij |kan| zich niet van de indruk |ontdoen| dat ze hem al die tijd voor de gek gehouden heeft.,Leen |heeft| me gisteren de stellige belofte ervoor te zorgen |gedaan.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21070301lingtopic
De zin,21.7.3.1,Afhankelijke zinnen,Leen |heeft| me gisteren de stellige belofte |gedaan| ervoor te zorgen.,Hij |sprak| de vrees dat ze niet gauw terug zou komen uit | |.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21070301lingtopic
De zin,21.7.3.2.1,Voorzetselconstituenten,Ze |hebben| de fiets |gestolen| van de medewerker van Maarten.,Ze |hebben| de fiets van de medewerker |gestolen| van Maarten.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2107030201lingtopic
De zin,21.7.3.2.1,Voorzetselconstituenten,Tijdens de tentoonstelling |zal| een film |vertoond worden| over de opgravingen in de Chinese Volksrepubliek.,Tijdens de tentoonstelling |zal| een film over de opgravingen |vertoond worden| in de Chinese Volksrepubliek.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2107030201lingtopic
De zin,21.7.3.2.1,Voorzetselconstituenten,Hij |had| een royaal bladerboek |laten maken| met foto's van kinderen uit allerlei landen.,Hij |had| een royaal bladerboek met foto's |laten maken| van kinderen uit allerlei landen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2107030201lingtopic
De zin,21.7.3.2.1,Voorzetselconstituenten,Ik |heb| daar een van mijn nichtjes |ontmoet.|,Ik |heb| daar een |ontmoet| van mijn nichtjes.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2107030201lingtopic
De zin,21.7.3.2.1,Voorzetselconstituenten,In enkele minuten |had| hij de boomstam zo dik als zijn romp met zijn scherpe beitels van voortanden door|geknaagd.|,In enkele minuten |had| hij de boomstam zo dik als zijn romp met zijn scherpe beitels door|geknaagd| van voortanden.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2107030201lingtopic
De zin,21.7.3.2.1,Voorzetselconstituenten,We |hebben| de mallemolen van het leven |ervaren. |,We |hebben| de mallemolen |ervaren| van het leven.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2107030201lingtopic
De zin,21.7.3.2.1,Voorzetselconstituenten,(Hij vond) |dat| het een pracht van een verhaal |was. |,(Hij vond) |dat| het een pracht |was| van een verhaal.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2107030201lingtopic
De zin,21.7.3.2.1,Voorzetselconstituenten,Gisteren |is| het nieuwe boek van de maand |verschenen.|,Gisteren |is| het nieuwe boek |verschenen| van de maand.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2107030201lingtopic
De zin,21.8.2.2,Afhankelijke zinnen,"Een hamer, daarmee |moet| je dat |doen. |","Was de reclame groot, toch |bleef| het succes maar klein.",formeel,https://e-ans.ivdnt.org/topics/pid/ans21080202lingtopic
De zin,21.8.2.2,Afhankelijke zinnen,"Een hamer, daarmee |moet| je dat |doen. |","Was de reclame groot, het succes |bleef| maar klein.",formeel,https://e-ans.ivdnt.org/topics/pid/ans21080202lingtopic
De zin,21.8.2.5,De constructie wat...betreft/aangaat,Wat mij betreft |mag| hij zo meteen |vertrekken.|,"Voor mijn part , hij |kan| zo meteen |vertrekken.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans21080205lingtopic
De zin,21.8.3,Het verwijswoord,"Eet je je boterham niet op, dan |krijg| je geen appel.",Eet je je boterham niet op |krijg| je geen appel.,informeel,https://e-ans.ivdnt.org/topics/pid/ans210803lingtopic
De zin,21.8.3,Het verwijswoord,"Was hij met de bus gekomen, dan |zou| hij nu niet natgeregend |zijn. |","Was hij met de bus gekomen, hij |zou| nu niet natgeregend |zijn.",formeel,https://e-ans.ivdnt.org/topics/pid/ans210803lingtopic
De zin,21.8.3,Het verwijswoord,"Als je dat voor me kon doen, dat |zou| erg fijn |zijn.|",Als je dat voor me kon doen |zou| erg fijn |zijn.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans210803lingtopic
De zin,22.2.1,Karakterisering,Na afloop werd ons dat verzocht. (passief),Na afloop werden we dat verzocht.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans220201lingtopic
De zin,22.2.1,Karakterisering,Autochtonen wordt zoiets zelden gevraagd. (passief),Autochtonen worden zoiets zelden gevraagd.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans220201lingtopic
De zin,22.2.1,Karakterisering,Volgens hem moet men kandidaat-bewindslieden erop wijzen dat ze na hun ambtsperiode niet te snel een baan mogen aannemen. (actief),Volgens hem moet kandidaat-bewindslieden erop worden gewezen dat ze na hun ambtsperiode niet te snel een baan mogen aannemen. (passief)formeel,formeel,https://e-ans.ivdnt.org/topics/pid/ans220201lingtopic
De zin,22.2.1,Karakterisering,Volgens hem moeten kandidaat-bewindslieden erop worden gewezen dat ze na hun ambtsperiode niet te snel een baan mogen aannemen. (passief),Op ons bellen deed een kalende heer met een vriendelijk gezicht ons open. (actief)formeel,formeel,https://e-ans.ivdnt.org/topics/pid/ans220201lingtopic
De zin,22.2.1,Karakterisering,Volgens hem moeten kandidaat-bewindslieden erop worden gewezen dat ze na hun ambtsperiode niet te snel een baan mogen aannemen. (passief),Op ons bellen werd ons opengedaan door een kalende heer met een vriendelijk gezicht. (passief)formeel,formeel,https://e-ans.ivdnt.org/topics/pid/ans220201lingtopic
De zin,22.2.1,Karakterisering,We zullen alle belangstellenden tezijnertijd nader berichten. (actief),Alle belangstellenden zal tezijnertijd nader bericht worden. (passief)formeel,formeel,https://e-ans.ivdnt.org/topics/pid/ans220201lingtopic
De zin,22.2.1,Karakterisering,Alle belangstellenden zullen tezijnertijd nader bericht worden. (passief),Een kalende heer met een vriendelijk gezicht deed ons de deur open. (actief)formeel,formeel,https://e-ans.ivdnt.org/topics/pid/ans220201lingtopic
De zin,22.2.1,Karakterisering,Alle belangstellenden zullen tezijnertijd nader bericht worden. (passief),Ons werd de deur opengedaan door een kalende heer met een vriendelijk gezicht. (passief)formeel,formeel,https://e-ans.ivdnt.org/topics/pid/ans220201lingtopic
De zin,22.2.1,Karakterisering,Alle belangstellenden zullen tezijnertijd nader bericht worden. (passief),We werden de deur opengedaan door een kalende heer met een vriendelijk gezicht.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans220201lingtopic
De zin,22.2.1,Karakterisering,Alle belangstellenden wordt tezijnertijd een bericht gestuurd. (passief),Alle belangstellenden worden tezijnertijd een bericht gestuurd.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans220201lingtopic
De zin,22.2.1,Karakterisering,De jongeren gehoorzamen de ouderen tegenwoordig niet meer. (actief),De ouderen wordt tegenwoordig niet meer gehoorzaamd (door de jongeren).,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans220201lingtopic
Algemene verschijnselen,24.2.2,De voegwoorden,Oom Gerard komt vanavond en hij brengt iets heel leuks mee.,Oom Gerard komt vanavond en brengt hij iets heel leuks mee.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240202lingtopic
Algemene verschijnselen,24.2.2,De voegwoorden,"Frederik, Robert, Simon en Karel waren afwezig.","Frederik en Robert, Simon, Karel waren afwezig.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240202lingtopic
Algemene verschijnselen,24.2.3,De reeksvormers,NA,Zowel én Hans én Margriet als én Piet én Ans zullen helpen.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans240203lingtopic
Algemene verschijnselen,24.2.3,De reeksvormers,Zowel de oude boeken van Johan als de oude boeken van Maria zijn verkocht.,De oude boeken zowel van Johan als de oude boeken van Maria zijn verkocht.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240203lingtopic
Algemene verschijnselen,24.2.3,De reeksvormers,Zowel de oude boeken van Johan als die van Maria zijn verkocht.,De oude boeken zowel van Johan als die van Maria zijn verkocht.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240203lingtopic
Algemene verschijnselen,24.2.3,De reeksvormers,"Hij zal of zeggen dat ik moet blijven, of (hij zal zeggen) dat ik meteen weg moet gaan.","Hij zal zeggen of dat ik moet blijven, of hij zal zeggen dat ik meteen weg moet gaan.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240203lingtopic
Algemene verschijnselen,24.2.3,De reeksvormers,Haar man zwemt en tennist.,Haar man én zwemt én tennist.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240203lingtopic
Algemene verschijnselen,24.2.3,De reeksvormers,Zijn vrouw schildert zowel als beeldhouwt.,Zijn vrouw zowel schildert als beeldhouwt.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240203lingtopic
Algemene verschijnselen,24.3.2,De omkeerbaarheid van de leden,op- en aanmerkingen,aanmerkingen en op-uitgesloten,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240302lingtopic
Algemene verschijnselen,24.3.2,De omkeerbaarheid van de leden,de vragen aan (-) en de antwoorden van de minister,de antwoorden van de minister en de vragen aan (-)uitgesloten,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240302lingtopic
Algemene verschijnselen,24.3.2,De omkeerbaarheid van de leden,Ik heb van Marie sigaren gekregen en (-) (-) van Jan een boek (-).,(-) (-) Van Jan een boek (-) en ik heb van Marie sigaren gekregen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240302lingtopic
Algemene verschijnselen,24.3.3,Beperkingen op de leden,Jij en ik zullen dat wel opknappen.,Je en 'k zullen dat wel opknappen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240303lingtopic
Algemene verschijnselen,24.3.3,Beperkingen op de leden,Hij heeft zijn en haar boek weggegooid.,Hij heeft z'n en 'r boek weggegooid.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240303lingtopic
Algemene verschijnselen,24.4.1,Distributieve en collectieve nevenschikkingen,Water bestaat uit waterstof en zuurstof.,Water bestaat uit waterstof en water bestaat uit zuurstof.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240401lingtopic
Algemene verschijnselen,24.4.1,Distributieve en collectieve nevenschikkingen,Hera en Zeus vormden een mooi paar.,Hera vormde een mooi paar en Zeus vormde een mooi paar.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240401lingtopic
Algemene verschijnselen,24.4.2,De nevenschikking als onderwerp: congruentie met de persoonsvorm,Ouders of voogden dragen zorg voor de opvoeding van het kind.,Ouders of voogden draagt zorg voor de opvoeding van het kind.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240402lingtopic
Algemene verschijnselen,24.4.3,Splitsing van nevenschikkingen,Monique heeft het gedaan en Madelon heeft het gedaan.,"Monique heeft het gedaan, alsmede/alsook Madelon.",formeel,https://e-ans.ivdnt.org/topics/pid/ans240403lingtopic
Algemene verschijnselen,24.4.3,Splitsing van nevenschikkingen,Monique heeft het gedaan en Madelon heeft het gedaan.,"Monique heeft het gedaan, alsmede/alsook Madelon heeft het gedaan.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240403lingtopic
Algemene verschijnselen,24.4.3,Splitsing van nevenschikkingen,Die twee stoelen en dat tafeltje vormen een stel.,Die twee stoelen vormen een stel en dat tafeltje.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240403lingtopic
Algemene verschijnselen,24.4.3,Splitsing van nevenschikkingen,John en Fred zijn allebei hier geweest.,John is allebei hier geweest en Fred.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240403lingtopic
Algemene verschijnselen,24.4.3,Splitsing van nevenschikkingen,Hij heeft aan Johan een bijbel gegeven of aan Pieter.,Hij heeft aan Johan een bijbel of aan Pieter gegeven.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240403lingtopic
Algemene verschijnselen,24.4.3,Splitsing van nevenschikkingen,Er waren ministers aanwezig en mijnwerkers.,Er waren ministers en aanwezig mijnwerkers.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240403lingtopic
Algemene verschijnselen,24.4.3,Splitsing van nevenschikkingen,Er waren ministers aanwezig en mijnwerkers.,"Er waren ministers aanwezig, mijnwerkers.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240403lingtopic
Algemene verschijnselen,24.4.3,Splitsing van nevenschikkingen,Pétra zal een geel pak en een rode hoed dragen en Wíll (verder niemand).,Petra zal een geel pak dragen en Will en een rode hoed.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240403lingtopic
Algemene verschijnselen,24.4.3,Splitsing van nevenschikkingen,Ik heb rode bussen gezien en gele bussen.,Ik heb rode (-) gezien en gele bussen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240403lingtopic
Algemene verschijnselen,24.4.4,Bijzondere vormen van nevenschikking,Zeventien en dertien is dertig.,Zeven- en dertien is dertig.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240404lingtopic
Algemene verschijnselen,24.4.4,Bijzondere vormen van nevenschikking,Hij was blijkbaar onschuldig want hij werd niet gestraft.,Hij was blijkbaar onschuldig want (-) werd niet gestraft.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240404lingtopic
Algemene verschijnselen,24.4.4,Bijzondere vormen van nevenschikking,Nauwelijks was hij thuisgekomen of hij belde zijn moeder op.,Nauwelijks was hij thuisgekomen of (-) belde zijn moeder op.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans240404lingtopic
Algemene verschijnselen,25.2.2.1.1,Aantal leden,Floris en Bram en Erik en Freek zijn geslaagd.,"Drie matrozen, de tweede stuurman, alsook de kapitein , kwamen om het leven.",formeel,https://e-ans.ivdnt.org/topics/pid/ans2502020101lingtopic
Algemene verschijnselen,25.2.2.1.1,Aantal leden,Floris en Bram en Erik en Freek zijn geslaagd.,"Drie matrozen, alsook de tweede stuurman, alsook de kapitein , kwamen om het leven.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2502020101lingtopic
Algemene verschijnselen,25.2.2.1.2,Aard van de leden,NA,Hem werd een hoog salaris alsmede een vrije woning aangeboden.,formeel,https://e-ans.ivdnt.org/topics/pid/ans2502020102lingtopic
Algemene verschijnselen,25.2.2.1.2,Aard van de leden,NA,Hem werd geen hoog salaris alsmede geen vrije woning aangeboden.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2502020102lingtopic
Algemene verschijnselen,25.3.2.1.2,Aard van de leden,geen bloemen en geen kransen,bloemen noch geen kransenuitgesloten,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2503020102lingtopic
Algemene verschijnselen,25.3.2.1.2,Aard van de leden,geen bloemen en geen kransen,geen bloemen noch geen kransenuitgesloten,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2503020102lingtopic
Algemene verschijnselen,25.3.2.1.3,Splitsing,"De vorm beviel mij niet, noch de inhoud.","De vorm beviel mij, noch de inhoud.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2503020103lingtopic
Algemene verschijnselen,25.3.2.1.3,Splitsing,"Zij heeft geen geluk gekend in haar lange leven, noch rijkdom.","Zij heeft geluk gekend in haar lange leven, noch rijkdom.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2503020103lingtopic
Algemene verschijnselen,25.3.2.2.2,Aard van de leden,De koopman kon niet meer lachen noch kon de dief nog rustig slapen.,De koopman kon (nog) lachen noch kon de dief nog rustig slapen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2503020202lingtopic
Algemene verschijnselen,25.4.2.1.4,Congruentie onderwerp - persoonsvorm,Jij of wij zullen voor dat kind moeten zorgen.,Wij of jij zult voor dat kind moeten zorgen.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans2504020104lingtopic
Algemene verschijnselen,25.4.2.1.4,Congruentie onderwerp - persoonsvorm,Floris of de meisjes zullen het gedaan hebben.,De meisjes of Floris zal het gedaan hebben.,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans2504020104lingtopic
Algemene verschijnselen,25.6.1.3,Distantiërende tegenstelling,"Zij is de beste kandidate, maar ze is 45 jaar.","Zij is de beste kandidate, maar desondanks is ze 45 jaar.",twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans25060103lingtopic
Algemene verschijnselen,25.6.1.3,Distantiërende tegenstelling,"Zij is de beste kandidate, maar ze is 45 jaar.","Hoewel zij de beste kandidate is, is ze 45 jaar.",twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans25060103lingtopic
Algemene verschijnselen,25.6.1.3,Distantiërende tegenstelling,"De melk was zuur, maar hij had erge dorst.","De melk was zuur, maar niettemin had hij erge dorst.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans25060103lingtopic
Algemene verschijnselen,25.6.1.3,Distantiërende tegenstelling,"De melk was zuur, maar hij had erge dorst.","Ondanks het feit dat de melk zuur was, had hij erge dorst.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans25060103lingtopic
Algemene verschijnselen,25.6.1.3,Distantiërende tegenstelling,"De melk was zuur, maar (hij dronk ervan, want) hij had erge dorst.","De melk was zuur, maar niettemin (dronk hij ervan, want) had hij erge dorst.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans25060103lingtopic
Algemene verschijnselen,25.6.1.3,Distantiërende tegenstelling,"Soms doet hij vervelend, soms echter kan hij erg lief zijn.","Soms doet hij vervelend, echter soms kan hij erg lief zijn.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans25060103lingtopic
Algemene verschijnselen,25.6.1.3,Distantiërende tegenstelling,"S. is weliswaar een misdadiger, hij blijft echter toch een mens.",S.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans25060103lingtopic
Algemene verschijnselen,25.7.1,Betekenis en gebruik,Die bank en die luie stoel vormen een stel.,En die bank én die luie stoel vormen een stel.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans250701lingtopic
Algemene verschijnselen,25.7.1,Betekenis en gebruik,Jos en Hilde houden van elkaar.,En Jos én Hilde houden van elkaar.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans250701lingtopic
Algemene verschijnselen,25.7.1,Betekenis en gebruik,Soms is hij aardig en soms doet hij sjagrijnig.,En soms is hij aardig én soms doet hij sjagrijnig.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans250701lingtopic
Algemene verschijnselen,25.7.2.2.2,Aard van de leden,Frits wil en voor Maaike de rozen snoeien en (-) voor Jozien de tulpen planten.,En Frits wil voor Maaike de rozen snoeien en Frits wil voor Jozien de tulpen planten.uitgeslotengeen samentrekking; eerste en verkeerd geplaatst,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2507020202lingtopic
Algemene verschijnselen,25.7.2.2.2,Aard van de leden,Frits wil en voor Maaike de rozen snoeien en (-) voor Jozien de tulpen planten.,Frits wil en voor Maaike de rozen snoeien en Frits wil voor Jozien de tulpen planten.uitgeslotengeen samentrekking,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2507020202lingtopic
Algemene verschijnselen,25.7.2.2.2,Aard van de leden,Frits wil en voor Maaike de rozen snoeien en (-) voor Jozien de tulpen planten.,En Frits wil voor Maaike de rozen snoeien en (-) voor Jozien de tulpen planten.uitgesloteneerste en verkeerd geplaatst,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2507020202lingtopic
Algemene verschijnselen,25.7.2.2.2,Aard van de leden,(Ik heb gehoord) dat Frits én voor Maaike de rozen wil snoeien én (-) voor Jozien de tulpen wil planten.,(Ik heb gehoord) dat Frits én voor Maaike de rozen wil snoeien én dat Frits/hij voor Jozien de tulpen wil planten.twijfelachtiggeen samentrekking,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans2507020202lingtopic
Algemene verschijnselen,25.8.2.1.2,Aard van de leden,We konden noch een zaklantaarn noch lucifers vinden.,We konden noch geen zaklantaarn noch geen lucifers vinden.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2508020102lingtopic
Algemene verschijnselen,25.8.2.2.2,Aard van de leden,"Hij zal noch de rozen snoeien, noch (-) de tulpen planten.","Noch zal hij de rozen snoeien, noch (zal hij) de tulpen planten.",formeel,https://e-ans.ivdnt.org/topics/pid/ans2508020202lingtopic
Algemene verschijnselen,25.8.2.2.2,Aard van de leden,Zal hij noch de rozen snoeien noch (-) de tulpen planten?,Zal hij noch de rozen snoeien noch zal hij de tulpen planten?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2508020202lingtopic
Algemene verschijnselen,25.8.2.2.2,Aard van de leden,(Ik zei hem) dat hij noch de rozen moest snoeien noch (-) de tulpen moest planten.,(Ik zei hem) dat hij noch de rozen moest snoeien noch dat hij de tulpen moest planten.twijfelachtiggeen samentrekking,twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans2508020202lingtopic
Algemene verschijnselen,25.9.2.2.2,Aard van de leden,"Of dat het regent of dat het mooi weer is, (we komen toch).","Of het of regent of (-) mooi weer is, (we komen toch).",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2509020202lingtopic
Algemene verschijnselen,25.10.2.3.2,Aard van de leden,"Jan zal hetzij de rozen snoeien, hetzij (-) de tulpen planten.","Hetzij Jan zal de rozen snoeien, hetzij Jan zal de tulpen planten.uitgeslotenverkeerde plaatsing eerste hetzij",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2510020302lingtopic
Algemene verschijnselen,25.10.2.3.2,Aard van de leden,"Jan zal hetzij de rozen snoeien, hetzij (-) de tulpen planten.","Jan zal hetzij de rozen snoeien, hetzij Jan zal de tulpen planten.uitgeslotengeen samentrekking",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2510020302lingtopic
Algemene verschijnselen,25.10.2.3.2,Aard van de leden,"(Ik denk) dat Jan hetzij de rozen zal snoeien, hetzij (-) de tulpen zal planten.","(Ik denk) dat Jan hetzij de rozen zal snoeien, hetzij dat Jan de tulpen zal planten.twijfelachtiggeen samentrekking",twijfelachtig,https://e-ans.ivdnt.org/topics/pid/ans2510020302lingtopic
Algemene verschijnselen,25.10.2.3.2,Aard van de leden,"(Ik denk) dat Jan hetzij de rozen zal snoeien, hetzij (-) de tulpen zal planten.","(Ik denk) hetzij dat Jan de rozen zal snoeien, hetzij dat Jan de tulpen zal planten.uitgeslotenverkeerde plaatsing eerste hetzij",uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans2510020302lingtopic
